tag,name,latitude,longitude,county,address,,
美食,土瓦山寨(向阳巷),35.99512156,109.3806692,富县,陕西省延安市富县向阳巷16号,,
美食,马老大煎豆腐,35.99319134,109.380337,富县,延安市富县河滨路与自强路交叉口西航涮涮旁,,
美食,老重庆鸭爪排骨虾,35.99550262,109.3803288,富县,延安市富县沙梁街向阳巷58号,,
美食,老陕北私房菜,36.02022775,109.4429142,富县,延安市富县青兰线,,
美食,江源火锅,36.00234797,109.3826901,富县,延安市富县茶坊街道北教场大吉客三楼,,
美食,川云酸菜面(富县分店),35.9953734,109.380771,富县,陕西省延安市富县向阳巷16号,,
美食,桥头28元自助火锅,36.00154409,109.3831143,富县,延安市富县开元路富林小区东北侧约80米,,
美食,湖北正宗杜家鸡(开元路店),36.002449,109.3830413,富县,延安市富县富北西路富林小区东北侧约140米,,
美食,鱼你在一起(富县店),35.99535632,109.380872,富县,陕西省延安市富县向阳巷16号,,
美食,西鼎香火锅,35.99544981,109.3824458,富县,延安市富县沙梁街沙梁初级中学西侧约40米和润商厦F4,,
美食,东北灶台宴(开元路店),36.00158785,109.3824247,富县,延安市富县开元路富林小区东北侧约30米,,
美食,咕噜鱼,36.01224128,109.4257194,富县,延安市富县青兰线,,
美食,文革面皮店,35.99500022,109.3827484,富县,延安市富县文明巷步行小吃街沙梁初级中学西南侧,,
美食,大东北铁锅福(河滨路店),35.9985855,109.3821145,富县,河滨路金融小区旁边,,
美食,二牛羊肉馆,36.00192865,109.384112,富县,富县富北南路15号,,
美食,重庆纸包鱼(富县店),35.99415488,109.3806381,富县,茶坊街道富瑞步行街38号,,
美食,醉蜀渊火锅,35.92168217,109.3778791,富县,茶坊街道君鑫酒店,,
美食,川陕一家人,35.93510453,109.2651992,富县,陕西省延安市富县羊泉初级中学西北100米(富寺路东),,
美食,老汤羊肉,35.98909693,109.3811338,富县,正街十字东路31号,,
美食,兰州牛肉拉面,35.98519083,109.3786088,富县,陕西省延安市富县人民医院(人民街东),,
美食,陕北特色美食,36.43656374,109.0785786,甘泉县,延安市甘泉县甘志路下寺湾派出所西侧约210米,,
美食,洛河川腌肉甘泉店,36.27916616,109.3471205,甘泉县,延安市甘泉县美水路甘泉县城关第二小学西南侧约120米,,
美食,大兴美食城,36.43607882,109.0818022,甘泉县,延安市甘泉县甘志路下寺湾农贸市场西北侧约90米,,
美食,杨家一绝焖锅,36.25660467,109.3551106,甘泉县,美水街道内甘泉县太皇山美水花苑C区门口,,
美食,甘泉大峡谷接待中心餐饮部,36.45788442,109.0624503,甘泉县,陕西省延安市甘泉县大峡谷接待中心内,,
美食,鹏飞私房菜,36.27828945,109.3495871,甘泉县,延安市甘泉县美水巷甘泉县中心广场南侧约30米,,
美食,古巷子火锅串串(甘泉店),36.2602211,109.3551155,甘泉县,延安市甘泉县美水街道太皇山玉林苑46号,,
美食,美食美客食府,36.13935175,109.3680538,甘泉县,陕西省延安市甘泉县210国道彩票销售店旁,,
美食,甘泉庄记(总店),36.28470427,109.3504955,甘泉县,延安市甘泉县荣江尚品城2层,,
美食,一品香油饸饹,36.43591011,109.0812784,甘泉县,延安市甘泉县甘志路下寺湾派出所东南侧约60米,,
美食,一路香饸饹馆,36.24940951,109.3622578,甘泉县,延安市甘泉县210国道北50米,,
美食,上上签牛肉串串,36.26685997,109.3566091,甘泉县,延安市甘泉县迎宾路幸福小区(太皇路)东侧约70米,,
美食,成都柴火鸡(美水路店),36.27895843,109.347197,甘泉县,延安市甘泉县城关镇西门坪火车站旁,,
美食,老李家腌肉馆,36.27478697,109.3494069,甘泉县,延安市甘泉县西门坪052号,,
美食,东北大灶台,36.27808969,109.3475695,甘泉县,延安市甘泉县美水路甘泉县城关第二小学西南侧约170米,,
美食,延强饸饹馆,36.28634964,109.3503793,甘泉县,甘泉县宴宾路甘泉县初级中学东侧约40米,,
美食,友友炝锅面,36.27010938,109.3533369,甘泉县,陕西省延安市甘泉县皇泰金都KTV(甘泉县高级中学西北),,
美食,立祖麻辣肝盖面(甘泉店),36.28031791,109.3466259,甘泉县,延安市甘泉县西门坪阳光花邸门面,,
美食,满江红23元自助火锅,36.25896277,109.3543066,甘泉县,延安市甘泉县太皇路美水花苑西北侧约40米,,
美食,伏龙主题烧烤,36.27043394,109.3531937,甘泉县,陕西省延安市甘泉县迎宾路47号,,
美食,陕北羊肉面(轩辕大道店),35.57590437,109.2648565,黄陵县,陕西省延安市黄陵县桥山街道办事处黄花沟村南谷路十组12号(黄陵县房产局附近),,
美食,陕北老榆林,35.58619978,109.2535708,黄陵县,陕西省延安市黄陵县桥山镇陆宝苑小区3号楼502号,,
美食,小四川家常菜(黄陵分店),35.58639104,109.2509188,黄陵县,延安市黄陵县鼎湖路祥和苑小区西北侧,,
美食,重庆大院潮火锅,35.58439074,109.2590274,黄陵县,延安市黄陵县轩辕大道盘龙小区门面,,
美食,孙家厨房,35.58184125,109.2614091,黄陵县,延安市黄陵县桥山镇北街6号,,
美食,老米家泡馍(轩辕大道店),35.58612627,109.2534839,黄陵县,桥山街道桥山镇陆宝苑,,
美食,黄陵县开锅羊肉馆,35.61759924,109.101463,黄陵县,陕西省延安市黄陵县X318(黄五路),,
美食,川雲酸菜面(黄陵分店),35.58715907,109.2557095,黄陵县,商业街交警队对面(原始人生态烧烤隔壁),,
美食,小四川家常菜,35.63843368,109.0876938,黄陵县,黄陵县商业街51号,,
美食,签友牛肉串串香(黄陵店),35.5872058,109.234843,黄陵县,陕西省延安市黄陵县桥山街道办事处康崖底村水岸华府1-103号商铺,,
美食,建南平价饭馆,35.40627065,108.9303086,黄陵县,延安市黄陵县店头镇建南矿停车场,,
美食,黄陵新龙餐厅,35.58007502,109.278555,黄陵县,延安市黄陵县阳光商务酒店,,
美食,龙宴山庄,35.59520021,109.2009585,黄陵县,X318(黄五路),,
美食,全口福大碗面(中心街店),35.64489412,109.0866436,黄陵县,延安市黄陵县店头中心街凯悦酒店隔壁,,
美食,上上签牛肉串串,35.58540103,109.2589854,黄陵县,轩辕大道盘龙小区门面,,
美食,向阳食府,35.58985653,109.2592234,黄陵县,陕西省延安市黄陵县桥山镇帝景苑小区,,
美食,重庆石锅鱼,35.63749065,109.0882276,黄陵县,南川路国家电网对面,,
美食,重庆川渝老火锅,35.63942883,109.0890098,黄陵县,陕西省延安市黄陵县煤城酒店(黄陵店头客运站北),,
美食,家园饭店,35.60745881,109.1171895,黄陵县,陕西省延安市黄陵县X318(黄五路),,
美食,勇刚饸饹馆,35.57870272,109.2671843,黄陵县,延安市黄陵县土德路黄陵县桥山小学,,
美食,北大烩菜(石堡镇人民政府北),35.58280839,109.8388855,黄龙县,延安市黄龙县广场大街广场河滨花园西北侧约40米,,
美食,清真民族饭店(中心西街店),35.58376899,109.8337637,黄龙县,延安市黄龙县兴龙南路黄龙县中心小学东南侧约30米,,
美食,朝天门(黄龙店),35.58257303,109.8413454,黄龙县,延安市黄龙县广场大街黄龙国宾酒店(广场大街店)东北侧,,
美食,地椒羊肉馆,35.58348401,109.8391718,黄龙县,延安市黄龙县中心南街广场河滨花园北侧约100米,,
美食,重庆麻神辣将毛肚火锅(黄龙店),35.58118236,109.8647335,黄龙县,延安市黄龙县幸福东路裕龙苑东侧约60米,,
美食,外婆粥屋,35.58254521,109.8401281,黄龙县,石堡镇城东社区广场大街人保财险黄龙支公司大门西侧,,
美食,重庆石锅鱼,35.58279246,109.850293,黄龙县,陕西省延安市黄龙县兴龙苑10号门面房,,
美食,老朱食府,35.58022682,109.8287741,黄龙县,延安市黄龙县兴龙南路水磨坊东北侧约120米,,
美食,来民美食阁,35.58400085,109.8386986,黄龙县,金德隆购物广场黄龙店东(中心西街南),,
美食,巴蜀老大纸包鱼(黄龙店),35.5780211,109.8269133,黄龙县,陕西省延安市黄龙县水磨坊小区2号商铺,,
美食,菜根香川菜鱼庄铜火锅,35.58092083,109.839407,黄龙县,延安市黄龙县河滨大道广场河滨花园南侧,,
美食,重庆川菜馆(幸福东路店),35.58081484,109.86131,黄龙县,石堡镇裕龙苑小区,,
美食,清真穆斯林家园,35.5826825,109.8298664,黄龙县,延安市黄龙县石堡镇城西路体育活动中心北200米,,
美食,川西豆皮涮牛肚(黄龙店),35.58259907,109.8329689,黄龙县,延安市黄龙县阜元街黄龙汽车站,,
美食,如意餐厅铜火锅,35.54598883,110.1727603,黄龙县,陕西省延安市黄龙县白马滩村,,
美食,好再来农家饭庄,35.56576088,109.8156225,黄龙县,延安市黄龙县榆蓝高速,,
美食,小杨烧烤家常菜,35.58307785,109.8391047,黄龙县,延安市黄龙县中心南街广场河滨花园北侧约60米,,
美食,回头客餐馆,35.58349499,109.8392354,黄龙县,延安市黄龙县中心南街广场河滨花园北侧约100米,,
美食,巧湘厨铁锅炒鸡(中心南街店),35.58214925,109.8392142,黄龙县,延安市黄龙县石堡镇河滨花园楼下,,
美食,山丹丹羊肉馆,35.58138989,109.8366178,黄龙县,延安市黄龙县河滨大道广场河滨花园西侧约230米,,
美食,君悦贵宾楼,35.76587422,109.4345998,洛川县,延安市洛川县凤栖街民俗广场东侧约190米,,
美食,聚一堂20元自助火锅(洛川店),35.76591812,109.4348271,洛川县,府北街西端刘一手隔壁二楼,,
美食,如意圪崂菜拌面,35.7720904,109.4159887,洛川县,陕西省延安市洛川县迎宾大道,,
美食,山少爷牛羊肉泡馍馆(洛川分店),35.76761317,109.4401176,洛川县,延安市洛川县凤栖街道办事处东关村中心街103号(快乐式英语会所对面),,
美食,老米家牛羊肉泡馍,35.76916243,109.4362311,洛川县,振兴路检察院斜对面,,
美食,火吧一号,35.76913893,109.4378835,洛川县,延安市洛川县凤栖街道解放路115号,,
美食,西部酒楼,35.65535779,109.3606893,洛川县,陕西省延安市洛川县交口河镇咀头桐店路延炼第二生活区,,
美食,鱼你在一起(延安洛川店),35.76390157,109.4358114,洛川县,延安市洛川县步行街中国黄金对面,,
美食,老阿婆火锅(洛川店),35.76666198,109.4362874,洛川县,延安市洛川县凤栖镇府北街淘宝汇2层,,
美食,峰峰饸饹馆,35.75941976,109.4310728,洛川县,延安市洛川县G210(旧)洛川宾馆西南侧约190米,,
美食,老字号圪劳菜拌面(凤栖街店),35.76635581,109.4342538,洛川县,凤栖街中国工商银行东100米,,
美食,韩美味串烤吧,35.76299607,109.4390838,洛川县,延安市洛川县曙光路洛川汽车站西北侧约60米,,
美食,撸啊撸串串屋(洛川店),35.76679986,109.4363113,洛川县,延安市洛川县凤栖街全季酒店(凤栖街店)东北侧约90米,,
美食,秦香搅团,35.76254213,109.4391843,洛川县,延安市洛川县中心街洛川汽车站西北侧约30米,,
美食,建欣煎豆腐,35.76052104,109.4308642,洛川县,延安市洛川县G210(旧)洛川宾馆西侧约130米,,
美食,傻得冒冒菜香锅(洛川分店),35.76350912,109.4365486,洛川县,延安市洛川县曙光路3对广场旁2楼(时尚金花对面)曙光路与步行街交叉口往东100米,,
美食,毛蛋百姓川菜馆,35.75670849,109.4375933,洛川县,延安市洛川县凤鸣街永兴路交叉口旁,,
美食,爱尚便利(曙光路中段),35.76332391,109.4366329,洛川县,曙光路爱戴斜对面,,
美食,洛川炝锅面,35.76670444,109.4400595,洛川县,联丰星座广场中心街地税局南第一家,,
美食,馋嘴巴手工辣条店,35.76233229,109.4390825,洛川县,洛川县汽车站正对面迈德思客隔壁,,
美食,生鹏羊肉馆,36.92365393,108.1786772,吴起县,陕西省延安市吴起县中心街医院门面房2楼,,
美食,老李清香羊肉馆,36.89812942,108.196864,吴起县,刘渠子大转盘新城街279号,,
美食,重庆国门老火锅(吴起店),36.91386008,108.2006646,吴起县,延安市吴起县迎宾街雅宁佳苑西侧,,
美食,斗牛火锅吧式烧烤,36.88283156,108.197038,吴起县,延安市吴起县吴起街道兴庆路,,
美食,康巴拉牦牛主题火锅(吴起店),36.91024777,108.1986849,吴起县,延安市吴起县三利大厦对面中国石油隔壁,,
美食,奉笑圆,36.91566686,108.204608,吴起县,延安市吴起县迎宾街555号,,
美食,小龙坎老火锅(民生店),36.90833432,108.1962913,吴起县,陕西省延安市吴起县东方百货第三层一区域,,
美食,鑫源餐厅,36.97392523,108.279735,吴起县,延安市吴起县胶海线,,
美食,泰妹3元火锅,36.91107876,108.1894048,吴起县,延安市吴起县开发区金三角景辉大厦泰妹火锅店,,
美食,煌上煌酱鸭(吴起店),36.90878611,108.1976116,吴起县,陕西省延安市吴起县S303(迎宾街),,
美食,第一家烤翅石锅鱼,36.90952807,108.1922695,吴起县,洛源街118号,,
美食,德克士(新吴起餐厅),36.90827633,108.1958141,吴起县,迎宾街东方大厦一楼,,
美食,星星音乐烤吧,36.90250541,108.1977292,吴起县,延安市吴起县吴起街道办事处刘渠子村人大小区门面二楼,,
美食,艺锦川菜阁,36.91511556,108.2034362,吴起县,陕西省延安市吴起县迎宾大道新鑫加油站东北50米,,
美食,排骨大烩菜,36.9106785,108.1905929,吴起县,延安市吴起县洛源街吴起宜兴希望小学北侧,,
美食,重庆山城酒家(安居路店),36.90943513,108.1922603,吴起县,安居路中心街一楼中国农业银行隔壁,,
美食,荣海山庄,36.93601863,108.1591757,吴起县,延安市吴起县北苑西路白石咀小区西北侧约90米,,
美食,兴隆酒家,37.27549867,108.3083103,吴起县,延安市吴起县长贾路周湾派出所北侧约100米,,
美食,鱼你在一起(吴起店),36.90988596,108.1917931,吴起县,延安市吴起县洛东一巷4号、6号,,
美食,政府沟荞面饸饹馆,36.92716964,108.1776507,吴起县,延安市吴起县旧居路吴起县人民政府东侧约60米,,
美食,赵记猪头肉,37.00982483,109.8288988,延川县,永坪镇农贸市场,,
美食,咱家小厨房,36.87873301,110.1914614,延川县,延安市延川县大禹街道中心街红灯笼院一层,,
美食,重庆秦妈火锅(盛世花园店),36.89134053,110.1897223,延川县,延安市延川县大禹街道中湾盛世花园扶贫办三楼,,
美食,美德利饭店,37.00910545,109.8300991,延川县,延安市延川县利民巷永坪高级中学北侧约160米,,
美食,新重庆傻儿鱼庄,36.89502958,110.1845903,延川县,陕西省延安市延川县G210(北新街),,
美食,重庆老板火锅(延川店),36.88722539,110.1889722,延川县,大禹街道延川大禹广场三楼,,
美食,立祖麻辣肝盖面(延川店),36.88638518,110.1914441,延川县,延安市延川县河东北街秀延北路滨水绿城一楼(圪台沟沟口2号门面房),,
美食,高氏麻辣羊蹄,37.00879954,109.8258685,延川县,延川县永坪镇农行巷子,,
美食,兰州拉面(中湾店),36.89021104,110.1905166,延川县,延安市延川县秀延北路盛世花园,,
美食,杨师食府,36.87861877,110.1913331,延川县,延安市延川县南大街红灯笼院内,,
美食,赵家河记忆,36.97367622,109.8678544,延川县,延安市延川县,,
美食,重庆傻儿鱼,36.88088631,110.1913441,延川县,延安市延川县秀延北路路遥广场西北侧约80米,,
美食,延长大宝烤肉纸包鱼,36.88496288,110.191619,延川县,延安市延川县圪台沟桥滨水绿城,,
美食,西安老马家牛羊肉泡馍,36.87707454,110.1937087,延川县,延安市延川县南大街延川县人民政府南侧约60米,,
美食,延长烤肉(北大街店),36.8855497,110.1887253,延川县,延安市延川县北大街大禹广场南侧约180米,,
美食,德克士(延川餐厅),36.88099025,110.1903619,延川县,延安市延川县延川镇北大街中润万和城一层,,
美食,咱家手工馍,36.88123836,110.1934879,延川县,延安市延川县河东北街路遥广场东北侧约50米,,
美食,二嫂20元自助火锅,36.88670491,110.1882033,延川县,延安市延川县大禹广场拐茆宏赫酒店二楼,,
美食,龙泉居烤吧,37.00844179,109.8320929,延川县,永坪镇新楼区下排079号,,
美食,肆拾玖坊,36.8774332,110.1930447,延川县,延安市延川县南大街延川县人民政府西南侧约60米,,
美食,老潘家羊肉面,36.57711613,110.0102359,延长县,陕西省延安市延长县三和商务宾馆西(安心商厦西),,
美食,成都市井火锅,36.58247659,109.9861493,延长县,延河中路11号3栋铺41号正东方向120米,,
美食,王狗蛋麻辣肝碗饦,36.58345025,109.9849848,延长县,陕西省延安市延长县S205,,
美食,木火铁锅炖鱼村(G520店),36.5757917,110.0102695,延长县,延安市延长县G520文苑小区,,
美食,佳琪麻辣串小火锅,36.57749809,110.0116337,延长县,延安市延长县翠屏街延长客运站西北侧约40米,,
美食,益口福铜锅,36.58259617,109.98796,延长县,陕西省延安市延长县延河中路辣帝国串串香斜对面,,
美食,老地方排骨盖饭(新大洲店),36.58231193,109.9825407,延长县,延安市延长县西一路延长县森林公安局七里村派出所东侧约110米,,
美食,延长县朋友圈王氏烤肉,36.58076428,109.9958564,延长县,延安市延长县二中计生局旁,,
美食,延长特色小吃喜事饸饹,36.57678931,110.0115093,延长县,延安市延长县环城路延长客运站西侧约30米,,
美食,成安饭馆,36.65367161,109.8931157,延长县,延安市延长县G520黑家堡镇人民政府东南侧约70米,,
美食,虾吃虾涮(延长店),36.57609485,110.0079854,延长县,延安市延长县张家园子农对巷九朝商务宾馆一楼,,
美食,山里头驴肉馆,36.58346588,109.9869182,延长县,陕西省延安市延长县S205,,
美食,好心情花艺(人民街店),36.5789038,110.0127515,延长县,人民街人民广场对面,,
美食,正宗四川小火锅,36.54982647,109.8232586,延长县,延安市延长县郑庄镇小学西侧约210米,,
美食,正宗杜家鸡,36.58239334,109.9871984,延长县,延安市延长县G520延长县公安局七里村派出所西侧约190米,,
美食,闺蜜麻辣串小沾沾,36.57728052,110.011844,延长县,延安市延长县翠屏街延长客运站西北侧,,
美食,志丹烩豆腐,36.57726418,110.0130961,延长县,延安市延长县环城路延长客运站东北侧,,
美食,悦中酒楼,36.58337063,109.9846754,延长县,延安市延长县槐里坪合天居小区5号楼5-1A、5-1B、5-2B号商铺,,
美食,20元自助小火锅,36.57711673,110.0103174,延长县,陕西省延安市延长县S205(环城路),,
美食,香闷饼,36.58189527,109.995683,延长县,延安市延长县延河中路华庭苑小区西南侧约160米,,
美食,羊肉一绝,36.04184105,110.1743798,宜川县,陕西省延安市宜川县渭清路南关南寺湾桥桥头,,
美食,家和老味面馆,36.05065723,110.1793318,宜川县,陕西省延安市宜川县湖滨花园B区5号楼,,
美食,轩辕阁,36.04680737,110.1770033,宜川县,陕西省延安市宜川县北大街39号,,
美食,老米家牛羊肉泡馍馆NO.AM61013,36.09987001,110.4624063,宜川县,延安市宜川县G309(荣兰线),,
美食,盛洋牛羊肉泡馍,36.2769697,110.1333985,宜川县,延安市宜川县崇文东路与洛东路交叉路口往东约240米,,
美食,小四川鱼庄,36.04915265,110.1809107,宜川县,渭清路爱迪假日酒店,,
美食,百姓老厨房,36.05417473,110.1795679,宜川县,延安市宜川县迎宾大道朝阳小区(电力局家属院东)西南侧约50米,,
美食,重庆纸包鱼(青兰高速店),36.03726332,110.169759,宜川县,渭清路烈焰烤吧旁,,
美食,满堂红川菜酒楼,36.05529135,110.1830521,宜川县,延安市宜川县丹州镇朝阳小区1号楼,,
美食,绿园土菜馆,36.0490242,110.1808837,宜川县,延安市宜川县渭清路1号,,
美食,宜城水晶包,36.04863163,110.1805928,宜川县,陕西省延安市宜川县S201(渭青路),,
美食,川福来老火锅,36.05086458,110.1743279,宜川县,延安市宜川县北大街2号,,
美食,薛家牛羊肉泡馍馆,36.03776677,110.1695657,宜川县,陕西省延安市宜川县渭清路56号丹凤苑小区13栋铺1号正西方向140米,,
美食,八里桥饭店,36.01998568,110.1477357,宜川县,柳树村高速路口东500米(超限站前500米),,
美食,29元自助火锅,36.04738184,110.176274,宜川县,陕西省延安市宜川县东大街福润商务酒店隔壁2楼(文化活动中心斜对面2楼),,
美食,阁楼饭庄,36.26868917,110.3753641,宜川县,延安市宜川县农村信用合作社(阁楼信用社)西南侧,,
美食,梦丹园夜市,36.04652997,110.1711972,宜川县,延安市宜川县丹山路宜川中心市场西侧约140米,,
美食,壶口瀑布云尚·观瀑舫酒店-餐厅,36.14554124,110.4485148,宜川县,延安市宜川县壶口瀑布验票处云尚·观瀑舫酒店,,
美食,食为天酒楼(朝阳路店),36.05532491,110.1794217,宜川县,宜川县迎宾大道美圆火锅城旁,,
美食,张东家常小炒砂锅烧烤面食,36.05546281,110.1831388,宜川县,党湾朝阳小区门口(201国道龙华渔村隔壁),,
美食,黄土瑶食府(三马路店),36.82185545,108.7669855,志丹县,陕西省延安市志丹县民生村镇银行(志丹县政府西),,
美食,西川羊肉馆,36.82099538,108.7680233,志丹县,延安市志丹县河滨路志丹县人民政府南侧约120米,,
美食,张瑞猪排骨烩菜馆(旧监所店),36.83368413,108.761812,志丹县,生化厂巷2号,,
美食,小肥羊(双拥街店),36.81769095,108.773665,志丹县,延安市志丹县双拥街保安时代西北侧约30米,,
美食,德克士(志丹餐厅),36.82308124,108.7664398,志丹县,延安市志丹县官井街与河滨路交叉口,,
美食,重庆弘侨火锅(保安街店),36.83404591,108.7612374,志丹县,延安市志丹县保安街马岔农贸市场旺仔烧烤美食城二楼,,
美食,秦大大锅台,36.87209956,108.7205488,志丹县,延安市志丹县胶海线,,
美食,北京亚辰自助涮烤(志丹分店),36.82348137,108.7673851,志丹县,延安市志丹县保安街盛世百货,,
美食,好再来麻辣串,36.82261656,108.7660167,志丹县,陕西省延安市志丹县河滨路20号,,
美食,老船长时尚烧烤主题餐厅,36.82106727,108.7679137,志丹县,陕西省延安市志丹县保安镇三马路三星专卖店二楼,,
美食,九霄云外(志丹店),36.83157857,108.7625983,志丹县,陕西省延安市志丹县信合大厦西(保安街西),,
美食,西川剁荞面,36.81951894,108.7716545,志丹县,延安市志丹县红都街198号,,
美食,眼镜烤吧(志丹店),36.83202774,108.7623998,志丹县,陕西省延安市志丹县城北街26号,,
美食,小四川酒家,36.83194263,108.7623899,志丹县,延安市志丹县保安街志丹县童心幼儿园西南侧约240米,,
美食,鱼你在一起(保安广场店),36.82391428,108.7658416,志丹县,延安市志丹县保安街保安广场西侧左起第一家,,
美食,九霄云外冒菜王(志丹店),36.8293858,108.7634723,志丹县,陕西省延安市志丹县城北街5号,,
美食,粗粮王美食,36.82237024,108.7696295,志丹县,延安市志丹县红都福购物广场东(政府东),,
美食,袁记肉夹馍(志丹店),36.82348057,108.7674997,志丹县,延安市志丹县保安街盛世百货,,
美食,傻儿鱼炖土鸡,36.66907872,108.4989304,志丹县,延安市志丹县双拥街旦八镇人民政府西侧约190米,,
美食,巴蜀家宴(迎宾大道店),36.78158653,108.7733094,志丹县,陕西省延安市志丹县迎宾街17号,,
美食,二道街夜市,36.59704057,109.4884954,宝塔区,延安市宝塔区二道街地下隧道延飞大厦西北侧约30米,,
美食,陕北杂粮食府(北大街店),36.59742338,109.4856084,宝塔区,陕西省延安市宝塔区中心街慧源大厦3层,,
美食,本土味道,36.61423824,109.5182542,宝塔区,宝塔区百米大道世纪华宝小区2楼,,
美食,老村长铁锅炖羊肉(枣园公园店),36.62250469,109.4304456,宝塔区,枣园路枣园公园停车场内,,
美食,黄土情食府(枣园路店),36.62002961,109.4435904,宝塔区,延安宝塔枣园路风情街C座,,
美食,沙家邦私房菜(中共枣园镇委员会东),36.62607552,109.4279378,宝塔区,延安市宝塔区枣园路干部学院对面,,
美食,裴庄小堂羊肉馆,36.62844791,109.3831849,宝塔区,延安市宝塔区枣园镇裴庄桥头,,
美食,羊肉一绝,36.04184105,110.1743798,宜川县,陕西省延安市宜川县渭清路南关南寺湾桥桥头,,
