tag1,tag2,name,latitude,longitude,county,address
美食,中餐厅,聚来友烤吧,36.8020134,109.1958661,安塞区,招安街24号
美食,中餐厅,香毛草圪垯,37.19606957,109.1081597,安塞区,陕西省延安市安塞区
美食,中餐厅,华军烩菜王,37.08091272,109.0895637,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧
美食,中餐厅,晟祥纸包鱼,36.80257809,109.1954588,安塞区,延安市安塞区招安镇初级中学东南侧约70米
美食,中餐厅,爱红饭庄,36.86537493,109.3206151,安塞区,延安市安塞区大桥路马家沟小区(B区)东南侧约160米
美食,中餐厅,高保红擀面皮肉夹馍,36.86541866,109.3252411,安塞区,延安市安塞区真武街福源聚小区西南侧约160米
美食,中餐厅,钱伍酱肘子,36.95577162,109.2964978,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)东北侧约140米
美食,中餐厅,杨柱烤肉,36.87106967,109.3199627,安塞区,延安市安塞区G210马家沟小区(B区)北侧约290米
美食,中餐厅,永正唯烤汇,36.8793497,109.3184297,安塞区,延安市安塞区206省道
美食,中餐厅,孙可馨美食城,36.85079176,109.3300046,安塞区,包茂高速(安塞区职业技术学校北侧约50米)
美食,中餐厅,志丹面皮,36.69063091,109.0612377,安塞区,延安市安塞区胶海线西河口中心小学西侧约80米
美食,中餐厅,庆红烤肉焖锅王,36.8805366,109.3186494,安塞区,延安市安塞区G210景和苑小区
美食,中餐厅,佐田氏特色饭店,37.08581402,109.0823715,安塞区,延安市安塞区S206延安市安塞区化子坪镇中心幼儿园西北侧约120米
美食,中餐厅,马氏砂锅一绝,36.95527572,109.2959463,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)东北侧约70米
美食,中餐厅,老付手工纸火,36.86580791,109.3231296,安塞区,延安市安塞区富民街陕西信合东南侧约50米
美食,中餐厅,小白烤肉王,36.95552585,109.2962407,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)东北侧约110米
美食,中餐厅,永记纸包鱼,36.7544815,109.3655469,安塞区,延安市安塞区包茂高速新窑湾居民小区东南侧约30米
美食,中餐厅,王家湾地椒羊肉馆,36.76467747,109.3572272,安塞区,延安市安塞区包茂高速延安京延中学西南侧约130米
美食,中餐厅,傻儿鱼米海东川菜馆烤肉,36.84187669,109.3313527,安塞区,延安市安塞区G210
美食,中餐厅,鼓乡酒坊小酒馆,36.85759547,109.3311512,安塞区,陕西省延安市安塞区S206
美食,中餐厅,烂摊子串门,36.86566961,109.3260467,安塞区,延安市安塞区真武洞街道办事处金明路真武洞商业步行街四排五号
美食,中餐厅,城北杜家鸡,36.87740201,109.3187269,安塞区,延安市安塞区G210阳光小区(安塞区环境卫生管理处西)东北侧约160米
美食,中餐厅,泥娃砂锅,36.95482212,109.2949553,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)西南侧
美食,中餐厅,九霄云外,36.95572886,109.2961128,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)东北侧约110米
美食,中餐厅,谢家饸烙(安塞分店),36.86311529,109.3266682,安塞区,延安市安塞区富民街延安市安塞区幼儿园西南侧约150米
美食,中餐厅,乡里香自助火锅,37.08257598,109.0857526,安塞区,延安市安塞区S206安塞区化子坪镇初级中学西侧约170米
美食,中餐厅,小汤绥德羊杂碎,36.86692322,109.323596,安塞区,延安市安塞区大桥路陕西信合东北侧约130米
美食,中餐厅,川香酸菜面,36.8625089,109.3272533,安塞区,安塞区龙凤商城6号门面
美食,中餐厅,川香奇香,36.86407846,109.3265422,安塞区,延安市安塞区龙凤路延安市安塞区幼儿园西南侧约70米
美食,中餐厅,安塞兄弟烤肉,36.8625422,109.3277591,安塞区,富民街014号
美食,中餐厅,西安涮牛肚,36.85807523,109.331135,安塞区,G65包茂高速福源B区4号楼
美食,中餐厅,上上签牛肉串串(安塞店),36.85784022,109.3324408,安塞区,金明美地小区后大门
美食,中餐厅,怪味鸡(二道街店),36.86308743,109.3255712,安塞区,延安市安塞区龙凤路55号
美食,中餐厅,沁香园美食,36.88127972,109.3186598,安塞区,陕西省延安市安塞区S206
美食,中餐厅,兄弟面庄,36.86558686,109.324593,安塞区,陕西省延安市安塞区金明路012号
美食,外国餐厅,西河口早餐店,36.69061912,109.0615763,安塞区,延安市安塞区胶海线西河口中心小学西南侧约50米
美食,小吃快餐店,德克士(安塞餐厅),36.864915,109.3264741,安塞区,陕西省延安市安塞区一道街
美食,小吃快餐店,安塞炝锅面,36.86310099,109.325685,安塞区,延安市安塞区龙凤路51号
美食,小吃快餐店,竹签老碗面馆,37.07525783,109.1001238,安塞区,延安市安塞区S206
美食,小吃快餐店,迈德思客(安塞店),36.86362591,109.3277348,安塞区,延安市安塞区真武街财富购物中心1层
美食,小吃快餐店,志平干羊肉剁荞面(百货公司店),36.86555455,109.3245141,安塞区,延安市安塞区金明路福源聚小区西南侧约210米
美食,小吃快餐店,女娃香菇面(真武洞街店),36.86294406,109.33009,安塞区,陕西省延安市安塞区真武街063号
美食,小吃快餐店,延安香肉夹饼(城北店),36.87758211,109.318667,安塞区,延安市安塞区206省道
美食,小吃快餐店,兰州拉面,36.86296865,109.3268958,安塞区,真武洞街道二道街光大商务宾馆对面
美食,小吃快餐店,口口香米面城,36.8639809,109.3275871,安塞区,陕西省延安市安塞区真武洞镇真武街安塞商贸大楼
美食,小吃快餐店,超浔黑鸭(富民街店),36.8657083,109.3232645,安塞区,二道街农商银行斜对面(文峰美容美发隔壁)
美食,小吃快餐店,景宁早餐,36.86301674,109.3299364,安塞区,延安市安塞区真武街73号
美食,小吃快餐店,老李家干羊肉剁荞面,36.85866732,109.3309423,安塞区,延安市安塞区真武街金芙蓉酒店南侧
美食,小吃快餐店,喜喜快餐,36.86253704,109.3320061,安塞区,延安市安塞区G210安塞区人民医院东南侧
美食,小吃快餐店,塞北老碗面,36.8836696,109.3192725,安塞区,延安市安塞区街道办徐家沟001号大桥面庄
美食,小吃快餐店,小白冒菜,36.8665564,109.3233203,安塞区,陕西省延安市安塞区富民街079号
美食,小吃快餐店,五谷渔粉(富民街店),36.86288557,109.3270456,安塞区,延安市安塞区富民街延河文化广场西北侧约170米
美食,小吃快餐店,西安烙面皮(延源小区店),36.87532207,109.3195285,安塞区,延安市安塞区206省道石油宾馆对面
美食,小吃快餐店,张腾关中面庄(城北区店),36.87195775,109.3197368,安塞区,陕西省延安市安塞区S206
美食,小吃快餐店,康熙大碗面,36.86548736,109.3244662,安塞区,金明路017号
美食,小吃快餐店,冰城外婆铁锅焖面,36.86292578,109.3254305,安塞区,延安市安塞区龙凤路延安市安塞区幼儿园西南侧约230米
美食,小吃快餐店,武汉黑鸭(徐张路店),36.88553042,109.3188596,安塞区,延安市安塞区206省道徐家沟第四幼儿园对面
美食,小吃快餐店,老店香菇面,36.88560458,109.3187356,安塞区,延安市安塞区G210城北社区北侧约180米
美食,小吃快餐店,延安香菇面,36.8025922,109.1954328,安塞区,延安市安塞区招安镇高沟口
美食,小吃快餐店,惠源饺子馆,36.86669505,109.3235391,安塞区,大桥路零度烘焙正对面
美食,小吃快餐店,烂爪子拌面,36.95875705,109.2996776,安塞区,延安市安塞区子安公路建华镇中心小学东南侧约60米
美食,小吃快餐店,苏水面馆,36.69102586,109.0643758,安塞区,延安市安塞区胶海线西河口中心小学东侧约60米
美食,小吃快餐店,中优品面皮,36.86474191,109.3197773,安塞区,延安市安塞区大桥路马家沟小区(B区)南侧约200米
美食,小吃快餐店,香源饺子馆,36.8792606,109.3184906,安塞区,陕西省延安市安塞区G210景和苑小区南侧约130米
美食,小吃快餐店,陕北盖面王,36.68125827,109.1299296,安塞区,延安市安塞区胶海线砖窑湾镇初级中学西南侧约190米
美食,小吃快餐店,龙轩冒菜,37.08138456,109.0879693,安塞区,延安市安塞区S206安塞区化子坪镇初级中学西南侧
美食,小吃快餐店,香菇面馆,36.84560065,109.1396573,安塞区,延安市安塞区王窑派出所西北侧约60米
美食,小吃快餐店,大碗面馆,37.20344276,108.987019,安塞区,延安市安塞区S206
美食,小吃快餐店,塞北干羊肉面,36.87455925,109.3191622,安塞区,陕西省延安市安塞区S206
美食,小吃快餐店,风干羊肉剁荞面,36.69087661,109.0639218,安塞区,陕西省延安市安塞区303省道正强建材门市旁
美食,小吃快餐店,梅梅手擀面,36.87124668,109.3199267,安塞区,延安市安塞区G210延源小区南侧约260米
美食,小吃快餐店,小汪面馆,36.85229121,109.3274588,安塞区,延安市安塞区真武洞镇郡府酒店隔壁
美食,小吃快餐店,白二喜手工面,36.86390163,109.3260212,安塞区,延安市安塞区龙凤路延安市安塞区幼儿园西南侧约120米
美食,小吃快餐店,大丰收面馆,36.76472677,109.3573078,安塞区,延安市安塞区包茂高速延安京延中学西南侧约120米
美食,小吃快餐店,幸福早餐,36.88463674,109.3193932,安塞区,陕西省延安市安塞区真武洞镇206省道实验幼儿园附近
美食,小吃快餐店,尚丕珍一菜一面,36.86314492,109.3266044,安塞区,安塞区真武洞街道办事处真武洞二道街前街
美食,小吃快餐店,宏伟砂锅饺子,36.86317987,109.3265964,安塞区,延安市安塞区富民街延安市安塞区幼儿园西南侧约150米
美食,小吃快餐店,包子饺子馆,36.86673643,109.3236599,安塞区,陕西省延安市安塞区真武洞街道办事处真武洞百货公司16号门面
美食,小吃快餐店,木桶盖浇饭,36.80310153,109.1944995,安塞区,延安市安塞区招安镇初级中学南侧
美食,小吃快餐店,驴肉盖米饭早餐,36.64798964,109.2115099,安塞区,延安市安塞区胶海线安塞区高桥镇中心小学南侧约90米
美食,小吃快餐店,食尚香早餐,36.76462644,109.3576022,安塞区,延安市安塞区包茂高速延安京延中学西南侧约100米
美食,小吃快餐店,麻辣肝碗托面皮,36.85346083,109.3303235,安塞区,延安市安塞区朝阳小区8号楼5号商铺巧手造型隔壁
美食,小吃快餐店,阳城羊肉面,36.76228174,109.3644118,安塞区,延安市安塞区G210碟子沟幼儿园西侧约70米
美食,小吃快餐店,独味鸭脖王,36.85082099,109.3299158,安塞区,延安市安塞区真武洞街道办事处白坪村锦绣家园1号楼门面房
美食,小吃快餐店,兴盛早餐,37.19996251,108.9925909,安塞区,延安市安塞区S206镰刀湾乡派出所西北侧约170米
美食,小吃快餐店,羊肉面庄,36.95538072,109.2960669,安塞区,延安市安塞区G210安塞农商银行(建华寺支行)东北侧约90米
美食,小吃快餐店,一口香饺子馆,36.84398788,109.142612,安塞区,延安市安塞区王窑派出所东南侧约260米
美食,小吃快餐店,代虎驴肉盖米饭,36.85139391,109.3273757,安塞区,延安市安塞区包茂高速圣华园南侧约150米
美食,小吃快餐店,羊肉面馆,36.86267349,109.3270287,安塞区,延安市安塞区富民街延河文化广场西北侧约170米
美食,小吃快餐店,好再来早餐,37.19986475,108.9924279,安塞区,延安市安塞区S206镰刀湾乡派出所西北侧约170米
美食,小吃快餐店,宴宾香菇面,36.86396614,109.32487,安塞区,延安市安塞区富民街延安市安塞区幼儿园西侧约220米
美食,小吃快餐店,早餐面皮,36.85103535,109.3269489,安塞区,延安市安塞区包茂高速圣华园南侧约180米
美食,小吃快餐店,烫嘴儿冒菜,36.85751759,109.3306209,安塞区,陕西省延安市安塞区S206
美食,小吃快餐店,吉庆冒菜王,36.86369979,109.3258566,安塞区,延安市安塞区龙凤路38号
美食,小吃快餐店,南桥面皮,36.86371521,109.3261271,安塞区,延安市安塞区真武洞镇龙凤路43号
美食,小吃快餐店,南泥湾香菇面,36.764284,109.3575791,安塞区,延安市安塞区包茂高速延安京延中学西南侧约120米
美食,小吃快餐店,汉中大米皮(二道街店),36.86331285,109.3258597,安塞区,延安市安塞区富民街延安市安塞区幼儿园西南侧约170米
美食,小吃快餐店,杨陵蘸水面,36.69121935,109.0644963,安塞区,陕西省延安市安塞区S303
美食,小吃快餐店,川天椒冒菜,36.86388468,109.3263995,安塞区,陕西省延安市安塞区龙凤路033号
美食,小吃快餐店,炝锅面烩菜,36.88539636,109.3188816,安塞区,徐家沟塞上明珠一排门面
美食,小吃快餐店,如意手擀面,36.85888846,109.3309621,安塞区,延安市安塞区真武街金芙蓉酒店
美食,蛋糕甜品店,特麦香蛋糕,36.86614474,109.3248156,安塞区,延安市安塞区一道街56号
美食,蛋糕甜品店,零度烘焙(安塞店),36.866864,109.3235251,安塞区,陕西省延安市安塞区大桥路002~004号
美食,蛋糕甜品店,爱拉屋烘焙坊(安塞店),36.86512922,109.3266896,安塞区,真武街电影院巷百汇鞋城旁
美食,蛋糕甜品店,欧麦蛋糕,36.85469114,109.3303915,安塞区,真武洞街道办事处真武洞朝阳小区四号楼商铺4
美食,蛋糕甜品店,摩点蛋糕,36.85871624,109.3312543,安塞区,延安市安塞区真武街金芙蓉酒店东南侧
美食,咖啡厅,LAZY,36.85664557,109.3294309,安塞区,延安市安塞区包茂高速福源A区
美食,酒吧,竹园春音乐酒家,36.68270357,109.1327611,安塞区,延安市安塞区胶海线砖窑湾镇初级中学东南侧约60米
酒店,快捷酒店,延靖饭店,37.19879781,108.992939,安塞区,陕西省延安市安塞区S206
酒店,快捷酒店,安塞大酒店(真武洞街店),36.86399985,109.3267798,安塞区,陕西省延安市安塞区真武街89号
酒店,快捷酒店,镰刀湾宾馆,37.20048171,108.99232,安塞区,陕西省延安市安塞区镰刀湾镇旧汽车站旁
酒店,快捷酒店,鸿运宾馆(碟王路),36.84403707,109.1429212,安塞区,延安市安塞区高沟口村
酒店,快捷酒店,五洲商务酒店,36.68346525,109.1325398,安塞区,陕西省延安市安塞区s303
酒店,快捷酒店,翔宇宾馆(217县道店),36.76396463,109.3474526,安塞区,陕西省延安市安塞区黄崖根村
酒店,快捷酒店,油海宾馆,36.84477164,109.1421569,安塞区,陕西省延安市安塞区亡窑乡高沟口村中国邮政储蓄银行东南80米
酒店,快捷酒店,金安窑洞宾馆,36.73858901,109.3828376,安塞区,陕西省延安市安塞区河庄平镇石圪塔村北大街
酒店,快捷酒店,荣升丽华宾馆,36.80289349,109.1949201,安塞区,延安市安塞区招安镇初级中学南侧
酒店,快捷酒店,铭汇商务宾馆,37.0804537,109.0909221,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧约140米
酒店,快捷酒店,龙丰宾馆,37.08600277,109.0822754,安塞区,延安市安塞区S206延安市安塞区化子坪镇中心幼儿园西北侧约150米
酒店,快捷酒店,伯爵商务宾馆,36.86356432,109.3257598,安塞区,延安市安塞区龙凤商场二道街农行对面
酒店,快捷酒店,聚圆宾馆,36.84661125,109.1368637,安塞区,陕西省延安市安塞区招安镇中国石油王窑加油站西200米
酒店,快捷酒店,锦悦宾馆,37.08102824,109.0899903,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧约40米
酒店,快捷酒店,瑞东商务宾馆,36.86230853,109.3278041,安塞区,陕西省延安市安塞区富民街001号
酒店,快捷酒店,恒通宾馆(化子坪镇卫生院西),37.08093607,109.0894849,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧
酒店,快捷酒店,悦华宾馆,36.87486204,109.3195013,安塞区,陕西省延安市安塞区物资局
酒店,快捷酒店,化坪宾馆,37.08184513,109.0866626,安塞区,延安市安塞区S206安塞区化子坪镇初级中学西侧约70米
酒店,快捷酒店,迎客宾馆,36.86709804,109.3218144,安塞区,延安市安塞区富民街马家沟小区(B区)东侧约200米
酒店,快捷酒店,祥苑宾馆,36.84621419,109.1390858,安塞区,陕西省延安市安塞区王窑
酒店,快捷酒店,永胜宾馆,36.84636072,109.1379321,安塞区,陕西省延安市安塞区牡丹大酒店附近
酒店,快捷酒店,川江大酒店,36.84406924,109.1424498,安塞区,陕西省延安市安塞区王窑
酒店,快捷酒店,滨河酒店,36.86755459,109.3215115,安塞区,陕西省延安市安塞区县城二道街再望娱乐会所楼下
酒店,快捷酒店,客房部,36.86223436,109.3279249,安塞区,延安市安塞区富民街瑞东商务宾馆
酒店,快捷酒店,商信宾馆(安塞店),36.86624314,109.3246718,安塞区,陕西省延安市安塞区中心街真武街54号(新华书店斜对面)
酒店,快捷酒店,电信宾馆(安塞区城建管理监察大队西南),36.86774834,109.3225278,安塞区,陕西省延安市安塞区真武街283号
酒店,民宿,紫金民宿,36.85911261,109.3294933,安塞区,延安市安塞区真武街福源花苑西侧约30米
购物,购物中心,客都购物广场(安塞县真武洞镇卫生院西北),36.86976299,109.3209675,安塞区,安塞区正武街220钻采大厦客都购物广场
购物,购物中心,财富购物中心,36.8632238,109.3284273,安塞区,延安市安塞区真郊巷与真武街交叉路口往南约80米
购物,超市,开明超市,36.8025571,109.1957031,安塞区,延安市安塞区招安镇初级中学东南侧约80米
购物,超市,刘占岐超市,36.86099027,109.3313997,安塞区,延安市安塞区真武街安塞汽车站
购物,超市,新聚鑫元超市,36.89670831,109.3170273,安塞区,安塞区区G65(包茂高速)
购物,超市,客都扶贫爱心超市,36.86975802,109.3210085,安塞区,延安市安塞区正武街220号钻采大厦客都购物广场
购物,超市,惠尔乐超市,36.87221279,109.3196518,安塞区,延安市安塞区G210延源小区东南侧约150米
购物,超市,家兴超市(安塞区粮食和物资储备局东北),36.86544138,109.3247189,安塞区,陕西省延安市安塞区金明路009号
购物,超市,滴水沟便民超市,36.86810973,109.322235,安塞区,陕西省延安市安塞区真武洞镇中国邮政储蓄银行城关支行
购物,超市,福万家超市,36.85710845,109.3300279,安塞区,真武洞镇包茂高速公路安塞鼓乡酒店
购物,超市,云联生活超市,36.85839917,109.3311348,安塞区,延安市安塞区真武洞镇东塔金明美地对面
购物,超市,佳美超市,36.80308104,109.1945976,安塞区,延安市安塞区招安镇初级中学南侧
购物,超市,安塞服务区-超市,37.09097299,109.0759171,安塞区,延安市安塞区包茂高速安塞服务区
购物,超市,佳家乐超市(建华寺旗舰店),36.95722755,109.2978537,安塞区,延安市安塞区子安公路建华镇中心小学南侧约220米
购物,超市,佳乐福超市,36.87257583,109.3195948,安塞区,延安市安塞区真武洞镇县人民法院对面
购物,超市,好益佳平价超市,36.85822306,109.3316403,安塞区,延安市安塞区真武街金明美地
购物,超市,豆豆乐超市,36.95821472,109.2990499,安塞区,延安市安塞区子安公路建华镇中心小学南侧约80米
购物,超市,汇原超市,36.85058622,109.3311613,安塞区,陕西省延安市安塞区S206
购物,超市,自然好评价超市,36.84435115,109.328692,安塞区,陕西省延安市安塞区G65(阿北高速)
购物,超市,康东超市(安塞店),36.86616341,109.324488,安塞区,延安市安塞区真武街福源聚小区西侧约190米
购物,超市,万家福超市(包茂高速店),36.75591155,109.3644697,安塞区,延安市安塞区G65包茂高速南50米
购物,超市,佰乐佳超市,36.85057186,109.3303547,安塞区,延安市安塞区G210安塞区职业技术学校北侧约30米
购物,超市,平价超市,36.77701216,109.3578735,安塞区,延安市安塞区G210
购物,超市,维喜超市,36.76267728,109.3645295,安塞区,延安市安塞区G210碟子沟幼儿园西北侧约70米
购物,超市,兴旺平价超市,36.88686887,109.3221063,安塞区,延安市安塞区徐张路
购物,超市,佳佳超市(曹村大桥),36.87985124,109.3188481,安塞区,延安市安塞区真武洞镇包茂高速公路王子商务酒店
购物,超市,聚福园超市,36.88755947,109.3251096,安塞区,延安市安塞区徐张路
购物,超市,福多多超市,36.86535392,109.3205851,安塞区,延安市安塞区大桥路马家沟小区(B区)东南侧约160米
购物,超市,好聚多平价超市,36.8876036,109.3253533,安塞区,延安市安塞区徐张路
购物,超市,朝阳平价超市,36.85442963,109.3304395,安塞区,延安市安塞区真武洞镇朝阳小区6号楼门面房
购物,超市,乐意购超市(胶海线店),36.68206042,109.1307815,安塞区,延安市安塞区胶海线砖窑湾镇初级中学西南侧约80米
购物,超市,亮亮超市,36.68019013,109.1278058,安塞区,延安市安塞区胶海线
购物,超市,高桥二拴超市,36.64829639,109.2115789,安塞区,延安市安塞区胶海线安塞区高桥镇中心小学南侧约50米
购物,超市,百货超市,36.88759502,109.3250048,安塞区,延安市安塞区徐张路
购物,超市,延玲超市,36.64909778,109.2095936,安塞区,延安市安塞区胶海线安塞区高桥镇中心小学西侧约100米
购物,超市,青青超市(G210店),36.84857441,109.3313315,安塞区,延安市安塞区G210安塞区职业技术学校东侧约40米
购物,超市,安塞天天红超市,36.84983305,109.3294061,安塞区,白坪新区13号楼
购物,超市,千千家超市,36.85424535,109.3281428,安塞区,延安市安塞区包茂高速增盛小区东侧
购物,超市,金豆豆超市,37.08100319,109.0897461,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧
购物,超市,郡府超市,36.85219301,109.327424,安塞区,陕西省延安市安塞区郡府大酒店(包茂高速公路西)
购物,超市,安塞军粮生活超市,36.85709854,109.3300379,安塞区,延安市安塞区包茂高速福源A区
购物,超市,实惠百姓超市,37.08083455,109.0897821,安塞区,延安市安塞区S206安塞区化子坪镇初级中学东南侧约40米
购物,超市,龙龙平价超市,36.95678923,109.2960675,安塞区,建华镇包茂高速公路建华中学
购物,超市,阳光超市,37.08162664,109.0878463,安塞区,陕西省延安市安塞区包茂高速公路安塞区化子坪镇初级中学
购物,超市,惠民超市(安塞公路管理段北),36.84831537,109.3313197,安塞区,延安市安塞区G210安塞区职业技术学校东南侧约50米
购物,超市,福瑞源超市,36.84681292,109.3310131,安塞区,延安市安塞区G210安塞区职业技术学校南侧约90米
购物,超市,万家乐芸芸超市,36.76190846,109.3648806,安塞区,延安市安塞区G210碟子沟幼儿园西南侧
购物,超市,享购超市,36.75441637,109.3710438,安塞区,延安市安塞区包茂高速安塞区沿河湾镇初级中学西侧约70米
购物,超市,百姓超市(人大家属楼店),36.86761264,109.3215554,安塞区,延安市安塞区人大家属楼
购物,超市,安塞美佳瑶超市,36.85299047,109.3276788,安塞区,延安市安塞区包茂高速圣华园东侧约50米
购物,超市,新隆业超市,36.86665609,109.3223901,安塞区,延安市安塞区富民街马家沟小区(B区)东侧约240米
购物,超市,餐厅超市,37.09206183,109.0767712,安塞区,延安市安塞区包茂高速安塞服务区
购物,超市,汇百乐超市,36.88031914,109.318252,安塞区,景和园小区商部
购物,超市,金旺达超市,36.8463283,109.1393276,安塞区,陕西省延安市安塞区高沟口村碟王璐海尔电器斜对面
购物,超市,信誉超市,36.68469198,109.1352943,安塞区,延安市安塞区胶海线砖窑湾派出所东北侧约200米
购物,超市,家和乐超市,37.13500304,109.2142604,安塞区,延安市安塞区建坪路坪桥镇中心小学东南侧约220米
购物,超市,四季鲜超市,36.7552577,109.3698523,安塞区,延安市安塞区包茂高速安塞区沿河湾镇初级中学西侧约160米
购物,超市,平价果蔬超市,36.88532434,109.3188845,安塞区,陕西省延安市安塞区塞上明珠(徐张路南)
购物,超市,新开的百货店,36.75110639,109.3758173,安塞区,延安市安塞区包茂高速沿河湾镇中心小学东南侧约190米
购物,超市,乐购生活超市,36.85446136,109.3310685,安塞区,延安市安塞区G210朝阳小区
购物,超市,百家福超市(陕82132店),36.8798826,109.318559,安塞区,陕西省延安市安塞区真武洞镇包茂高速公路王子商务酒店
购物,超市,意兴超市,36.86224935,109.3283489,安塞区,延安市安塞区G210延河文化广场西北侧约40米
购物,超市,湘隆购物广场,37.0819157,109.0872583,安塞区,延安市安塞区S206安塞区化子坪镇初级中学西侧
购物,超市,玉博园果蔬超市,36.87352301,109.31937,安塞区,延安市安塞区G210延源小区
购物,超市,新苑超市,36.87602927,109.3193186,安塞区,陕西省延安市安塞区真武洞镇包茂高速公路安塞石油宾馆
购物,超市,绿源果蔬超市,36.86823319,109.3224639,安塞区,延安市安塞区真武街安塞区中医院东南侧约90米
